series,index,velocity,inp_acc
1,192,0.0,0.0
1,193,0.0,0.0
1,194,0.0,0.0
1,195,0.0,0.0
1,196,0.0,0.0
1,197,0.0,0.0
1,198,0.0,0.0
1,199,0.0,0.0
1,200,0.0,0.0
1,201,0.0,0.0
1,202,0.0,0.0
1,203,0.0,0.0
1,204,0.0,0.0
1,205,0.0,0.0
1,206,0.0,0.0
1,207,0.0,0.0
1,208,0.0,0.0
1,209,0.0,0.0
1,210,0.0,0.0
1,211,0.0,0.0
1,212,0.0,0.0
1,213,0.0,0.0
1,214,0.0,0.0
1,215,0.0,0.0
1,216,0.0,0.0
1,217,0.0,0.0
1,218,0.0,0.0
1,219,0.0,0.0
1,220,0.0,0.0
1,221,0.0,0.0
1,222,0.0,0.0
1,223,0.0,0.0
1,224,0.0,0.0
1,225,0.0,0.0
1,226,0.0,0.0
1,227,0.0,0.0
1,228,0.0,0.0
1,229,0.0,0.0
1,230,0.0,0.0
1,231,0.0,0.0
1,232,0.0,0.0
1,233,0.0,0.0
1,234,0.0,0.0
1,235,0.0,0.0
1,236,0.0,0.0
1,237,0.0,0.0
1,238,0.0,0.0
1,239,0.0,0.0
1,240,0.0,0.0
1,241,0.0,0.0
1,242,0.0,0.0
1,243,0.0,0.0
1,244,0.0,0.0
1,245,0.0,0.0
1,246,0.0,0.0
1,247,0.0,0.0
1,248,0.0,0.0
1,249,0.0,0.0
1,250,0.0,0.0
1,251,0.0,0.0
1,252,0.0,0.0
1,253,0.0,0.0
1,254,0.0,0.0
1,255,0.0,0.0
1,256,0.0,0.0
1,257,0.0,0.0
1,258,0.0,0.0
1,259,0.0,0.0
1,260,0.0,0.0
1,261,0.0,0.0
1,262,0.0,0.0
1,263,0.0,0.0
1,264,0.0,0.0
1,265,0.0,0.0
1,266,0.0,0.0
1,267,0.0,0.0
1,268,0.0,0.0
1,269,0.0,0.0
1,270,0.0,0.0
1,271,0.0,0.0
1,272,0.0,0.0
1,273,0.0,0.0
1,274,0.0,0.0
1,275,0.0,0.0
1,276,0.0,0.0
1,277,0.0,0.0
1,278,0.0,0.0
1,279,0.0,0.0
1,280,0.0,0.0
1,281,0.0,0.0
1,282,0.0,0.0
1,283,0.0,0.0
1,284,0.0,0.0
1,285,0.0,0.0
1,286,0.0,0.0
1,287,0.0,0.0
1,288,0.0,0.0
1,289,0.0,0.0
1,290,0.0,0.0
1,291,0.0,0.0
1,292,0.0,0.0
1,293,0.0,0.0
1,294,0.0,0.0
1,295,0.0,0.0
1,296,0.0,0.0
1,297,0.0,0.0
1,298,0.0,0.0
1,299,0.0,0.0
1,300,0.0,100.0
1,301,0.18395744280749224,100.0
1,302,0.36790680766690625,100.0
1,303,0.5518400361200595,100.0
1,304,0.735749064764891,100.0
1,305,0.9196258342131762,100.0
1,306,1.1034622908886225,100.0
1,307,1.2872503883135478,100.0
1,308,1.4709820883876163,100.0
1,309,1.6546493627919054,100.0
1,310,1.8382441945590886,100.0
1,311,2.0217585794080986,100.0
1,312,2.2051845272518893,100.0
1,313,2.3885140633876127,100.0
1,314,2.571739230026867,100.0
1,315,2.7548520876312086,100.0
1,316,2.9378447162457593,100.0
1,317,3.1207092168710218,100.0
1,318,3.3034377128300827,100.0
1,319,3.4860223510604365,100.0
1,320,3.6684553034641785,100.0
1,321,3.850728768466553,100.0
1,322,4.0328349719076755,100.0
1,323,4.214766168754203,100.0
1,324,4.39651464415747,100.0
1,325,4.57807271470459,100.0
1,326,4.759432729744045,100.0
1,327,4.940587072714348,100.0
1,328,5.121528162262886,100.0
1,329,5.302248453647584,100.0
1,330,5.482740439802265,100.0
1,331,5.662996652618592,100.0
1,332,5.843009664143045,100.0
1,333,6.022772087763642,100.0
1,334,6.202276579358462,100.0
1,335,6.381515838454127,100.0
1,336,6.5604826093695126,100.0
1,337,6.739169682332609,100.0
1,338,6.917569894577539,100.0
1,339,7.0956761314242485,100.0
1,340,7.2734813273651975,100.0
1,341,7.450978467171092,100.0
1,342,7.628160586762063,100.0
1,343,7.805020774478743,100.0
1,344,7.981552171887395,100.0
1,345,8.157747974648245,100.0
1,346,8.333601433949632,100.0
1,347,8.509105856872415,100.0
1,348,8.684254607819412,100.0
1,349,8.859041109082575,100.0
1,350,9.03345884183888,100.0
1,351,9.207501346974507,100.0
1,352,9.381162226102653,100.0
1,353,9.554435142183433,100.0
1,354,9.727313820409313,100.0
1,355,9.899792049048177,100.0
1,356,10.071863680224448,100.0
1,357,10.243522630223742,100.0
1,358,10.414762881299106,100.0
1,359,10.585578480787131,100.0
1,360,10.755963417425507,100.0
1,361,10.925911991011331,100.0
1,362,11.095418450974494,100.0
1,363,11.264477115600553,100.0
1,364,11.433082372064794,100.0
1,365,11.60122867730778,100.0
1,366,11.768910558550763,100.0
1,367,11.936122614113405,100.0
1,368,12.10285951327427,100.0
1,369,12.269115997158984,100.0
1,370,12.434886879484758,100.0
1,371,12.600167046335885,100.0
1,372,12.764951457045882,100.0
1,373,12.929235144663883,100.0
1,374,13.093013215956272,100.0
1,375,13.256280852007368,100.0
1,376,13.419033308488405,100.0
1,377,13.581265916207158,100.0
1,378,13.74297408093346,100.0
1,379,13.904153284173338,100.0
1,380,14.064799082988955,100.0
1,381,14.22490711059362,100.0
1,382,14.38447307623231,100.0
1,383,14.543492765732235,100.0
1,384,14.701962041375898,100.0
1,385,14.859876842082562,100.0
1,386,15.01723318373238,100.0
1,387,15.174027158978696,100.0
1,388,15.330254937664021,100.0
1,389,15.485912766690694,100.0
1,390,15.640996970001401,100.0
1,391,15.795503948773543,100.0
1,392,15.949430181327584,100.0
1,393,16.10277222335818,100.0
1,394,16.25552670735273,100.0
1,395,16.407690343096146,100.0
1,396,16.55925991750843,100.0
1,397,16.71023229404678,100.0
1,398,16.86060441348522,100.0
1,399,17.010373292936592,100.0
1,400,17.159536026281238,100.0
1,401,17.308089783866492,100.0
1,402,17.456031812166703,100.0
1,403,17.60335943384668,100.0
1,404,17.750070047294475,100.0
1,405,17.896161126475082,100.0
1,406,18.041630220988925,100.0
1,407,18.186474955218106,100.0
1,408,18.330693028947987,100.0
1,409,18.474282215939134,100.0
1,410,18.6172403645659,100.0
1,411,18.759565397246647,100.0
1,412,18.90125530991616,100.0
1,413,19.042308171802738,100.0
1,414,19.182722124903776,100.0
1,415,19.322495384280067,100.0
1,416,19.461626236766467,100.0
1,417,19.600113040959574,100.0
1,418,19.737954226913654,100.0
1,419,19.875148295750346,100.0
1,420,20.011693818996687,100.0
1,421,20.1475894385372,100.0
1,422,20.282833865840807,100.0
1,423,20.41742588116097,100.0
1,424,20.551364334661564,100.0
1,425,20.68464814426923,100.0
1,426,20.817276294983774,100.0
1,427,20.949247839973083,100.0
1,428,21.080561898616,100.0
1,429,21.21121765662883,100.0
1,430,21.341214368809272,100.0
1,431,21.47055135349133,100.0
1,432,21.599227990888334,100.0
1,433,21.727243725150057,100.0
1,434,21.854598063792036,100.0
1,435,21.981290577117377,100.0
1,436,22.107320897631233,100.0
1,437,22.232688719448344,100.0
1,438,22.357393797693874,100.0
1,439,22.481435947897843,100.0
1,440,22.604815045383447,100.0
1,441,22.72753102464954,100.0
1,442,22.849583878747566,100.0
1,443,22.970973658653204,100.0
1,444,23.091700472633054,100.0
1,445,23.211764485606565,100.0
1,446,23.331165918503505,100.0
1,447,23.449905047617264,100.0
1,448,23.567982203954227,100.0
1,449,23.685397772579517,100.0
1,450,23.802152191959276,100.0
1,451,23.918245953299873,100.0
1,452,24.033679599884184,100.0
1,453,24.148453726405254,100.0
1,454,24.262568978297512,100.0
1,455,24.376026051065942,100.0
1,456,24.488825689613233,100.0
1,457,24.600968687565306,100.0
1,458,24.712455886595407,100.0
1,459,24.823288172812898,100.0
1,460,24.933466480494566,100.0
1,461,25.042991790660164,100.0
1,462,25.151865130719063,100.0
1,463,25.26008757317441,100.0
1,464,25.367660233415364,100.0
1,465,25.47458426997171,100.0
1,466,25.580860885144766,100.0
1,467,25.68649132229451,100.0
1,468,25.791476866223235,100.0
1,469,25.89581884198451,100.0
1,470,25.99951861522064,100.0
1,471,26.10257759087842,100.0
1,472,26.204997211879938,100.0
1,473,26.306778959283537,100.0
1,474,26.407924351362123,100.0
1,475,26.508434942774326,100.0
1,476,26.608312324380268,100.0
1,477,26.707558121934674,100.0
1,478,26.80617399598472,100.0
1,479,26.90416164057894,100.0
1,480,27.001522783785873,100.0
1,481,27.098259185479332,100.0
1,482,27.194372637809472,100.0
1,483,27.289864964065806,100.0
1,484,27.384738018540062,100.0
1,485,27.478993684944268,100.0
1,486,27.57263387705571,100.0
1,487,27.66566053674904,100.0
1,488,27.75807563447148,100.0
1,489,27.849881168062986,100.0
1,490,27.9410791618189,100.0
1,491,28.031671666214606,100.0
1,492,28.121660757729902,100.0
1,493,28.211048537906045,100.0
1,494,28.299837132858702,100.0
1,495,28.388028691718322,100.0
1,496,28.47562538754411,100.0
1,497,28.562629415533955,100.0
1,498,28.649042993321583,100.0
1,499,28.734868359751026,100.0
1,500,28.820107774591186,100.0
1,501,28.904763517738672,100.0
1,502,28.988837888933556,100.0
1,503,29.072333207245887,100.0
1,504,29.155251810242216,100.0
1,505,29.237596053599162,100.0
1,506,29.319368310288688,100.0
1,507,29.400570970308912,100.0
1,508,29.481206440303207,100.0
1,509,29.5612771426578,100.0
1,510,29.640785515396587,100.0
1,511,29.719734010673623,100.0
1,512,29.798125095767794,100.0
1,513,29.875961251633438,100.0
1,514,29.953244972198974,100.0
1,515,30.0299787647379,100.0
1,516,30.106165148407634,100.0
1,517,30.181806654275757,100.0
1,518,30.256905825038622,100.0
1,519,30.331465214291843,100.0
1,520,30.405487385762545,100.0
1,521,30.478974913397934,100.0
1,522,30.55193038050666,100.0
1,523,30.624356379507397,100.0
1,524,30.696255511531017,100.0
1,525,30.76763038597918,100.0
1,526,30.83848361949722,100.0
1,527,30.908817836683575,100.0
1,528,30.97863566837995,100.0
1,529,31.047939752343126,100.0
1,530,31.11673273223872,100.0
1,531,31.185017257384313,100.0
1,532,31.252795982447513,100.0
1,533,31.320071566854548,100.0
1,534,31.386846674549712,100.0
1,535,31.45312397361238,100.0
1,536,31.518906135830747,100.0
1,537,31.58419583593325,100.0
1,538,31.64899575186932,100.0
1,539,31.713308564595533,100.0
1,540,31.777136956778012,100.0
1,541,31.840483613289052,100.0
1,542,31.903351220614564,100.0
1,543,31.965742466216447,100.0
1,544,32.02766003855043,100.0
1,545,32.08910662651338,100.0
1,546,32.150084919373676,100.0
1,547,32.210597606832636,100.0
1,548,32.270647377426904,100.0
1,549,32.3302369194127,100.0
1,550,32.38936891972732,100.0
1,551,32.448046064617834,100.0
1,552,32.50627103783224,100.0
1,553,32.564046522014515,100.0
1,554,32.621375197338274,100.0
1,555,32.678259742297676,100.0
1,556,32.73470283148553,100.0
1,557,32.790707137471614,100.0
1,558,32.84627532939198,100.0
1,559,32.90141007295849,100.0
1,560,32.956114029944445,100.0
1,561,33.01038985844633,100.0
1,562,33.06424021243353,100.0
1,563,33.11766774108228,100.0
1,564,33.17067508922162,100.0
1,565,33.223264896921826,100.0
1,566,33.275439798725614,100.0
1,567,33.32720242406408,100.0
1,568,33.37855539732711,100.0
1,569,33.42950133637655,100.0
1,570,33.480042853882914,100.0
1,571,33.53018255572133,100.0
1,572,33.57992304156987,100.0
1,573,33.629266905836445,100.0
1,574,33.67821673452905,100.0
1,575,33.726775107542494,100.0
1,576,33.7749445981458,100.0
1,577,33.82272777137539,100.0
1,578,33.87012718589643,100.0
1,579,33.91714539260537,100.0
1,580,33.96378493392345,100.0
1,581,34.01004834562874,100.0
1,582,34.055938154622844,100.0
1,583,34.10145687996564,100.0
1,584,34.14660703239812,100.0
1,585,34.19139111435911,100.0
1,586,34.23581161972739,100.0
1,587,34.27987103311693,100.0
1,588,34.3235718311471,100.0
1,589,34.366916480658205,100.0
1,590,34.40990744029495,100.0
1,591,34.452547159296735,100.0
1,592,34.49483807688201,100.0
1,593,34.53678262362061,100.0
1,594,34.57838322070706,100.0
1,595,34.61964227894582,100.0
1,596,34.66056220003347,100.0
1,597,34.701145375442124,100.0
1,598,34.74139418715121,100.0
1,599,34.78131100661935,100.0
1,600,34.82089819588758,100.0
1,601,34.86015810640565,100.0
1,602,34.899093079515914,100.0
1,603,34.937705446233835,100.0
1,604,34.975997526988046,100.0
1,605,35.013971631653995,100.0
1,606,35.051630059633425,100.0
1,607,35.08897510020434,100.0
1,608,35.12600903132665,100.0
1,609,35.16273412055992,100.0
1,610,35.19915262512288,100.0
1,611,35.235266790267836,100.0
1,612,35.271078850842095,100.0
1,613,35.30659103096672,100.0
1,614,35.341805543833516,100.0
1,615,35.37672459119579,100.0
1,616,35.41135036386668,100.0
1,617,35.44568504140644,100.0
1,618,35.479730792122936,100.0
1,619,35.513489774006224,100.0
1,620,35.54696413251273,100.0
1,621,35.58015600295419,100.0
1,622,35.61306750831448,100.0
1,623,35.64570076063479,100.0
1,624,35.67805786145923,100.0
1,625,35.71014089913073,100.0
1,626,35.74195195165518,100.0
1,627,35.77349308639887,100.0
1,628,35.80476635789648,100.0
1,629,35.835773810016,100.0
1,630,35.866517475030676,100.0
1,631,35.896999373307345,100.0
1,632,35.92722151393581,100.0
1,633,35.95718589493987,100.0
1,634,35.98689450214733,100.0
1,635,36.01634931045117,100.0
1,636,36.045552282557026,100.0
1,637,36.07450537041418,100.0
1,638,36.103210514163784,100.0
1,639,36.131669642099155,100.0
1,640,36.15988467103459,100.0
1,641,36.187857507020965,100.0
1,642,36.21559004380243,100.0
1,643,36.24308416392663,100.0
1,644,36.270341738363996,100.0
1,645,36.29736462614772,100.0
1,646,36.324154675456306,100.0
1,647,36.3507137237885,100.0
1,648,36.37704359508621,100.0
1,649,36.40314610374576,100.0
1,650,36.42902305224826,100.0
1,651,36.45467623048708,100.0
1,652,36.48010741889762,100.0
1,653,36.50531838548663,100.0
1,654,36.530310885934696,100.0
1,655,36.5550866671273,100.0
1,656,36.57964746231659,100.0
1,657,36.603994994982536,100.0
1,658,36.62813097653363,100.0
1,659,36.65205710785858,100.0
1,660,36.67577507756716,100.0
1,661,36.69928656393688,100.0
1,662,36.72259323421521,100.0
1,663,36.74569674359944,100.0
1,664,36.768598737306704,100.0
1,665,36.79130084897051,100.0
1,666,36.81380470162153,100.0
1,667,36.83611190640146,100.0
1,668,36.858224064504256,100.0
1,669,36.88014276575516,100.0
1,670,36.90186958871056,100.0
1,671,36.923406101938596,100.0
1,672,36.94475386267747,100.0
1,673,36.96591441713616,100.0
1,674,36.98688930187056,100.0
1,675,37.007680041689134,100.0
1,676,37.02828815094794,100.0
1,677,37.04871513405526,100.0
1,678,37.06896248342809,100.0
1,679,37.08903168297621,100.0
1,680,37.10892420393593,100.0
1,681,37.12864150921889,100.0
1,682,37.14818504940462,100.0
1,683,37.167556265722475,100.0
1,684,37.186756589666786,100.0
1,685,37.20578744089915,100.0
1,686,37.22465023002779,100.0
1,687,37.243346356929614,100.0
1,688,37.261877211726365,100.0
1,689,37.28024417426114,100.0
1,690,37.298448614166844,100.0
1,691,37.31649189157534,100.0
1,692,37.33437535631647,100.0
1,693,37.352100347939356,100.0
1,694,37.36966819617661,100.0
1,695,37.387080221767654,100.0
1,696,37.40433773409354,100.0
1,697,37.4214420339159,100.0
1,698,37.438394412322694,100.0
1,699,37.455196150776615,100.0
1,700,37.47184852116364,100.0
1,701,37.488352785841826,100.0
1,702,37.50471019769038,100.0
1,703,37.520922000158784,100.0
1,704,37.53698942731621,100.0
1,705,37.55291370390109,100.0
1,706,37.5686960453708,100.0
1,707,37.58433765795154,100.0
1,708,37.59983973868832,100.0
1,709,37.61520347549508,100.0
1,710,37.63043004720493,100.0
1,711,37.64552062362053,100.0
1,712,37.66047636556446,100.0
1,713,37.67529842492984,100.0
1,714,37.68998794473085,100.0
1,715,37.70454605915349,100.0
1,716,37.71897389360628,100.0
1,717,37.73327256477099,100.0
1,718,37.74744318065358,100.0
1,719,37.76148684063501,100.0
1,720,37.775404635522065,100.0
1,721,37.78919764759839,100.0
1,722,37.80286695067534,100.0
1,723,37.81641361014284,100.0
1,724,37.82983868302041,100.0
1,725,37.843143218007995,100.0
1,726,37.85632825553688,100.0
1,727,37.869394827820535,100.0
1,728,37.88234395890539,100.0
1,729,37.89517666472168,100.0
1,730,37.90789395313416,100.0
1,731,37.92049682399278,100.0
1,732,37.932986269183274,100.0
1,733,37.94536327267779,100.0
1,734,37.95762881058529,100.0
1,735,37.96978385120204,100.0
1,736,37.981829355061855,100.0
1,737,37.9937662749864,100.0
1,738,38.0055955561353,100.0
1,739,38.017318136056176,100.0
1,740,38.02893494473464,100.0
1,741,38.040446904644064,100.0
1,742,38.05185493079534,100.0
1,743,38.063159930786476,100.0
1,744,38.074362804852065,100.0
1,745,38.08546444591266,100.0
1,746,38.09646573962398,100.0
1,747,38.10736756442599,100.0
1,748,38.11817079159189,100.0
1,749,38.128876285276895,100.0
1,750,38.13948490256688,100.0
1,751,38.1499974935269,100.0
1,752,38.160414901249545,100.0
1,753,38.170737961903185,100.0
1,754,38.180967504779936,100.0
1,755,38.191104352343565,100.0
1,756,38.20114932027719,100.0
1,757,38.21110321753084,100.0
1,758,38.2209668463688,100.0
1,759,38.23074100241678,100.0
1,760,38.240426474708954,100.0
1,761,38.250024045734776,100.0
1,762,38.25953449148562,100.0
1,763,38.26895858150124,100.0
1,764,38.27829707891604,100.0
1,765,38.28755074050514,100.0
1,766,38.296720316730294,100.0
1,767,38.30580655178553,100.0
1,768,38.31481018364267,100.0
1,769,38.3237319440966,100.0
1,770,38.33257255881041,100.0
1,771,38.34133274736023,100.0
1,772,38.35001322327992,100.0
1,773,38.358614694105576,100.0
1,774,38.36713786141977,100.0
1,775,38.37558342089558,100.0
1,776,38.38395206234052,100.0
1,777,38.39224446974007,100.0
1,778,38.40046132130121,100.0
1,779,38.40860328949551,100.0
1,780,38.416671041102184,100.0
1,781,38.42466523725088,100.0
1,782,38.43258653346415,100.0
1,783,38.44043557969988,100.0
1,784,38.448213020393325,100.0
1,785,38.45591949449904,100.0
1,786,38.463555635532565,100.0
1,787,38.47112207161179,100.0
1,788,38.47861942549825,100.0
1,789,38.48604831463813,100.0
1,790,38.493409351202985,100.0
1,791,38.500703142130305,100.0
1,792,38.50793028916384,100.0
1,793,38.5150913888937,100.0
1,794,38.522187032796246,100.0
1,795,38.52921780727363,100.0
1,796,38.53618429369332,100.0
1,797,38.54308706842722,100.0
1,798,38.54992670289066,100.0
1,799,38.556703763581055,100.0
1,800,38.563418812116474,100.0
1,801,38.57007240527388,100.0
1,802,38.57666509502717,100.0
1,803,38.58319742858497,100.0
1,804,38.589669948428245,100.0
1,805,38.59608319234762,100.0
1,806,38.60243769348051,100.0
1,807,38.60873398034802,100.0
1,808,38.6149725768916,100.0
1,809,38.62115400250949,100.0
1,810,38.62727877209293,100.0
1,811,38.63334739606211,100.0
1,812,38.63936038040197,100.0
1,813,38.64531822669764,100.0
1,814,38.651221432169834,100.0
1,815,38.65707048970983,100.0
1,816,38.66286588791438,100.0
1,817,38.66860811112026,100.0
1,818,38.6742976394387,100.0
1,819,38.679934948789544,100.0
1,820,38.68552051093516,100.0
1,821,38.691054793514176,100.0
1,822,38.69653826007496,100.0
1,823,38.70197137010887,100.0
1,824,38.707354579083315,100.0
1,825,38.71268833847456,100.0
1,826,38.71797309580032,100.0
1,827,38.72320929465214,100.0
1,828,38.728397374727564,100.0
1,829,38.733537771862004,100.0
1,830,38.738630918060544,100.0
1,831,38.743677241529376,100.0
1,832,38.74867716670709,100.0
1,833,38.75363111429572,100.0
1,834,38.7585395012916,100.0
1,835,38.76340274101601,100.0
1,836,38.768221243145526,100.0
1,837,38.7729954137423,100.0
1,838,38.77772565528397,100.0
1,839,38.78241236669345,100.0
1,840,38.78705594336851,100.0
1,841,38.79165677721107,100.0
1,842,38.79621525665641,100.0
1,843,38.800731766702064,100.0
1,844,38.8052066889365,100.0
1,845,38.80964040156768,100.0
1,846,38.81403327945131,100.0
1,847,38.818385694119016,100.0
1,848,38.82269801380615,100.0
1,849,38.82697060347956,100.0
1,850,38.83120382486494,100.0
1,851,38.83539803647431,100.0
1,852,38.839553593632914,100.0
1,853,38.8436708485062,100.0
1,854,38.84775015012644,100.0
1,855,38.85179184441926,100.0
1,856,38.85579627422992,100.0
1,857,38.85976377934936,100.0
1,858,38.863694696540115,100.0
1,859,38.867589359562025,100.0
1,860,38.871448099197714,100.0
1,861,38.87527124327789,100.0
1,862,38.87905911670653,100.0
1,863,38.8828120414857,100.0
1,864,38.88653033674038,100.0
1,865,38.890214318742984,100.0
1,866,38.89386430093771,100.0
1,867,38.89748059396469,100.0
1,868,38.90106350568408,100.0
1,869,38.90461334119973,100.0
1,870,38.90813040288288,100.0
1,871,38.91161499039561,100.0
1,872,38.91506740071404,100.0
1,873,38.91848792815143,100.0
1,874,38.9218768643811,100.0
1,875,38.9252344984591,100.0
1,876,38.9285611168468,100.0
1,877,38.93185700343323,100.0
1,878,38.93512243955721,100.0
1,879,38.9383577040295,100.0
1,880,38.941563073154484,100.0
1,881,38.944738820751944,100.0
1,882,38.94788521817852,100.0
1,883,38.95100253434905,100.0
1,884,38.9540910357577,100.0
1,885,38.957150986498974,100.0
1,886,38.96018264828854,100.0
1,887,38.96318628048386,100.0
1,888,38.96616214010472,100.0
1,889,38.969110481853505,100.0
1,890,38.972031558135434,100.0
1,891,38.97492561907849,100.0
1,892,38.977792912553326,100.0
1,893,38.98063368419286,100.0
1,894,38.983448177411915,100.0
1,895,38.986236633426486,100.0
1,896,38.98899929127302,100.0
1,897,38.99173638782737,100.0
1,898,38.99444815782383,100.0
1,899,38.99713483387376,100.0
1,900,38.999796646484256,200.0
1,901,39.18553894430584,200.0
1,902,39.36955408813981,200.0
1,903,39.55185014031944,200.0
1,904,39.73243531207401,200.0
1,905,39.91131795872287,200.0
1,906,40.08850657412069,200.0
1,907,40.264009786723065,200.0
1,908,40.437836354648,200.0
1,909,40.60999516038739,200.0
1,910,40.78049520691499,200.0
1,911,40.94934561237088,200.0
1,912,41.11655560620797,200.0
1,913,41.282134524265516,200.0
1,914,41.44609180465236,200.0
1,915,41.608436983044136,200.0
1,916,41.769179688550864,200.0
1,917,41.928329639508064,200.0
1,918,42.0858966394628,200.0
1,919,42.24189057244971,200.0
1,920,42.396321399609604,200.0
1,921,42.54919915479202,200.0
1,922,42.70053394096175,200.0
1,923,42.850335925997726,200.0
1,924,42.998615338927344,200.0
1,925,43.14538246635839,200.0
1,926,43.290647649006786,200.0
1,927,43.43442127725496,200.0
1,928,43.576713788682575,200.0
1,929,43.717535663919335,200.0
1,930,43.85689742350245,200.0
1,931,43.99480962413105,200.0
1,932,44.13128285588797,200.0
1,933,44.26632773902216,200.0
1,934,44.39995492023103,200.0
1,935,44.53217507011055,200.0
1,936,44.66299888003238,200.0
1,937,44.79243705882026,200.0
1,938,44.920500330525094,200.0
1,939,45.04719943105925,200.0
1,940,45.17254510546527,200.0
1,941,45.296548105795225,200.0
1,942,45.41921918760053,200.0
1,943,45.54056910792218,200.0
1,944,45.66060862250509,200.0
1,945,45.77934848344232,200.0
1,946,45.896799437162365,200.0
1,947,46.01297222110502,200.0
1,948,46.1278775626684,200.0
